City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Kitimat,CA,54.0524,-128.6534,82.78,46,13,3.89,few clouds
334,Saint-Pierre,RE,-21.3393,55.4781,67.64,69,36,5.75,scattered clouds
335,Northam,GB,51.0333,-4.2167,58.14,89,10,7.78,clear sky
336,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.0,38,0,5.08,clear sky
337,Tessalit,ML,20.1986,1.0114,87.06,40,6,12.19,clear sky
338,Lasa,IT,46.6166,10.7002,54.86,95,83,6.76,broken clouds
339,Lompoc,US,34.6391,-120.4579,91.13,61,1,16.11,clear sky
340,Haines Junction,CA,60.7522,-137.5108,80.55,32,20,6.91,few clouds
341,Muborak,UZ,39.2553,65.1528,82.38,16,0,9.04,clear sky
342,Okhotsk,RU,59.3833,143.3,61.72,52,0,9.53,clear sky
343,Abu Kamal,SY,34.4506,40.9171,93.11,15,0,8.28,clear sky
344,Hastings,GB,50.8552,0.5729,61.29,99,51,5.48,broken clouds
345,Trairi,BR,-3.2778,-39.2689,78.35,75,99,10.67,overcast clouds
346,Akyab,MM,20.15,92.9,79.75,87,100,3.74,overcast clouds
347,Changji,CN,44.0167,87.3167,68.79,45,0,8.95,clear sky
348,Batu Berendam,MY,2.2487,102.246,77.05,100,20,0.0,few clouds
349,Laguna,US,38.421,-121.4238,105.24,29,1,5.99,clear sky
350,Churapcha,RU,62.0025,132.4325,66.79,36,39,10.07,scattered clouds
351,Abapo,BO,-18.8333,-63.4667,58.68,28,100,3.36,overcast clouds
352,Nicolas Bravo,MX,18.45,-88.9167,86.88,49,80,7.34,broken clouds
353,Krasnogvardeyets,RU,52.6804,52.3635,72.01,45,99,4.94,overcast clouds
354,Oksfjord,NO,70.2396,22.3479,48.27,84,95,5.21,overcast clouds
355,Hami,CN,42.8,93.45,68.02,46,66,5.53,broken clouds
356,Isangel,VU,-19.55,169.2667,69.91,83,75,5.75,broken clouds
357,Kidodi,TZ,-7.6036,37.0044,67.71,74,10,1.36,clear sky
358,Dodge City,US,37.7528,-100.0171,84.45,38,1,8.99,haze
359,Kenai,US,60.5544,-151.2583,73.02,53,1,9.22,clear sky
360,Kuusamo,FI,65.9667,29.1833,57.24,94,0,3.44,clear sky
361,Portland,US,45.5234,-122.6762,95.45,40,20,3.0,few clouds
362,Limbang,MY,4.75,115.0,77.31,96,100,1.25,moderate rain
363,Somers,US,42.6403,-87.9104,77.4,56,1,10.36,haze
364,Mabaruma,GY,8.2,-59.7833,76.75,94,15,3.42,few clouds
365,Reading,GB,51.4562,-0.9711,60.48,88,20,5.75,few clouds
366,Sorland,NO,67.667,12.6934,49.14,72,95,12.93,overcast clouds
367,Te Anau,NZ,-45.4167,167.7167,44.2,90,99,1.95,overcast clouds
368,Roald,NO,62.5833,6.1333,54.0,76,90,6.91,overcast clouds
369,Geraldton,AU,-28.7667,114.6,44.13,93,40,8.05,scattered clouds
370,Saint-Joseph,RE,-21.3667,55.6167,66.56,74,37,9.13,scattered clouds
371,Talaya,RU,61.3833,152.75,38.21,96,100,10.98,overcast clouds
372,Thanh Hoa,VN,19.8,105.7667,77.54,93,98,3.27,moderate rain
373,Takoradi,GH,4.8845,-1.7554,75.51,89,19,5.57,few clouds
374,Saint-Georges,GD,12.0564,-61.7485,83.88,79,20,17.27,few clouds
375,Yerofey Pavlovich,RU,53.9667,121.9667,48.72,97,19,2.98,few clouds
376,Georgetown,MY,5.4112,100.3354,75.88,92,20,0.0,few clouds
377,Chara,RU,56.9064,118.2631,50.41,95,100,3.85,light rain
378,Marawi,PH,7.9986,124.2928,69.66,93,100,4.52,overcast clouds
379,Kultuk,RU,51.7208,103.6956,58.78,99,100,4.43,overcast clouds
380,Saint-Felicien,CA,48.6501,-72.4491,72.1,64,75,2.3,broken clouds
381,Korla,CN,41.7597,86.1469,75.42,18,100,6.49,overcast clouds
382,Vrangel,RU,42.7297,133.0839,72.97,82,83,9.89,broken clouds
383,Nome,US,64.5011,-165.4064,53.67,87,90,17.27,moderate rain
384,Bundaberg,AU,-24.85,152.35,66.49,94,8,8.05,clear sky
385,Cooma,AU,-36.2333,149.1333,28.17,100,90,5.75,overcast clouds
386,Roma,US,43.2128,-75.4557,65.86,94,90,3.44,overcast clouds
387,Fushan,CN,37.4958,121.2581,73.35,88,0,2.77,light rain
388,Montepuez,MZ,-13.1256,38.9997,64.56,63,27,7.99,scattered clouds
389,Sisimiut,GL,66.9395,-53.6735,54.95,61,0,2.24,clear sky
390,Bambamarca,PE,-6.6833,-78.5333,64.17,71,64,7.2,broken clouds
391,Ancud,CL,-41.8697,-73.8203,47.73,80,59,3.62,broken clouds
392,Barisal,BD,22.7019,90.3711,78.89,92,100,8.75,overcast clouds
393,Bagdarin,RU,54.4333,113.6,49.1,93,87,1.95,overcast clouds
394,Manitouwadge,CA,49.1215,-85.8403,63.32,64,62,5.21,broken clouds
395,Russkaya Polyana,UA,49.417,31.9201,73.24,74,46,7.58,scattered clouds
396,Coatesville,US,39.9832,-75.8238,75.69,87,90,1.01,overcast clouds
397,Santo Stino Di Livenza,IT,45.735,12.6808,66.97,91,14,6.53,few clouds
398,Valparaiso,CL,-33.0393,-71.6273,75.43,43,0,9.22,clear sky
399,Evensk,RU,61.95,159.2333,45.25,82,100,17.92,light rain
400,Bouna,CI,9.2667,-3.0,71.89,89,52,4.7,broken clouds
401,Effingham,US,32.3669,-81.3332,93.65,36,43,7.11,scattered clouds
402,Sabang,ID,5.8933,95.3214,82.31,73,100,26.08,overcast clouds
403,Saurimo,AO,-9.6608,20.3916,62.38,34,11,3.56,few clouds
404,Faanui,PF,-16.4833,-151.75,77.76,68,36,14.63,scattered clouds
405,Jember,ID,-8.166,113.7032,70.29,95,31,1.1,scattered clouds
406,Xuddur,SO,4.1213,43.8894,70.72,76,59,18.14,broken clouds
407,Hofn,IS,64.2539,-15.2082,53.71,94,99,4.76,overcast clouds
408,Dicabisagan,PH,17.0818,122.4157,81.27,81,100,3.31,light rain
409,Yulara,AU,-25.2406,130.9889,48.04,53,0,5.75,clear sky
410,Ambunti,PG,-4.2365,142.8448,75.18,97,40,0.51,scattered clouds
411,Bontang,ID,0.1333,117.5,76.26,92,60,6.89,broken clouds
412,Kieta,PG,-6.2167,155.6333,80.53,79,9,2.26,clear sky
413,Dogondoutchi,NE,13.6393,4.0287,87.1,54,74,14.05,broken clouds
414,Pedasi,PA,7.5333,-80.0333,83.19,74,100,6.85,overcast clouds
415,Havoysund,NO,70.9963,24.6622,45.48,80,100,9.62,overcast clouds
416,Mackay,AU,-21.15,149.2,69.67,82,2,3.36,clear sky
417,Karasburg,NA,-28.0167,18.75,55.31,25,0,0.94,clear sky
418,Letka,RU,59.6011,49.4232,58.39,82,85,4.88,overcast clouds
419,Penzance,GB,50.1186,-5.5371,56.41,78,30,10.56,scattered clouds
420,Guiratinga,BR,-16.3494,-53.7583,77.74,22,16,4.38,few clouds
421,Tuktoyaktuk,CA,69.4541,-133.0374,69.8,73,75,10.36,broken clouds
422,Marataizes,BR,-21.0433,-40.8244,64.76,73,28,7.07,scattered clouds
423,Arica,CL,-18.475,-70.3042,61.03,77,0,9.22,clear sky
424,Olafsvik,IS,64.8945,-23.7142,53.85,92,100,1.7,overcast clouds
425,Belaya Gora,RU,68.5333,146.4167,45.43,54,3,6.31,clear sky
426,Mahebourg,MU,-20.4081,57.7,66.49,94,75,8.05,light intensity shower rain
427,High Level,CA,58.5169,-117.136,89.71,37,20,2.3,few clouds
428,Mokhsogollokh,RU,61.4681,128.9203,65.01,59,92,5.19,overcast clouds
429,Jieshi,CN,22.8134,115.8257,83.95,87,100,6.02,overcast clouds
430,San Mateo Del Mar,MX,16.2,-95.0,88.68,63,88,25.03,overcast clouds
431,Matagami,CA,49.7502,-77.6328,62.71,59,40,10.36,scattered clouds
432,Lavrentiya,RU,65.5833,-171.0,41.14,84,100,12.68,light rain
433,Singapore,SG,1.2897,103.8501,78.75,90,75,1.14,broken clouds
434,Amahai,ID,-3.3333,128.9167,76.87,88,23,3.4,few clouds
435,Panguna,PG,-6.3164,155.4848,73.65,84,19,1.9,few clouds
436,Pacific Grove,US,36.6177,-121.9166,83.16,73,1,4.0,clear sky
437,Asosa,ET,10.0667,34.5333,59.43,85,100,3.11,overcast clouds
438,Ascension,US,30.2169,-90.9001,96.08,65,1,5.75,clear sky
439,Knoxville,US,35.9606,-83.9207,85.15,61,1,0.0,clear sky
440,Bethel,US,41.3712,-73.414,73.81,78,90,4.61,light rain
441,Caarapo,BR,-22.6342,-54.8222,60.89,62,55,4.99,broken clouds
442,Krasnyy Chikoy,RU,50.3643,108.7512,56.7,84,92,2.3,overcast clouds
443,Senador Guiomard,BR,-10.1522,-67.7392,83.95,27,2,5.48,clear sky
444,Tecoanapa,MX,16.5167,-98.75,87.28,64,49,9.75,scattered clouds
445,Boundiali,CI,9.5217,-6.4869,70.5,97,94,3.83,overcast clouds
446,Polunochnoye,RU,60.8697,60.4153,53.74,93,2,5.44,clear sky
447,Srinagar,IN,34.0833,74.8167,63.54,86,6,1.14,clear sky
448,Svetlogorsk,BY,52.6333,29.7333,68.0,80,74,5.79,broken clouds
449,Kismayo,SO,-0.3582,42.5454,75.29,84,43,18.41,scattered clouds
450,Patnos,TR,39.2336,42.8634,63.25,61,68,3.38,broken clouds
451,Mata,PT,40.683,-7.4592,63.93,90,85,3.02,overcast clouds
452,Talcahuano,CL,-36.7167,-73.1167,56.88,62,0,6.91,clear sky
453,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,67.3,24,99,5.82,overcast clouds
454,Juru,MY,5.312,100.4423,75.9,94,20,0.0,few clouds
455,Los Alamos,US,35.8881,-106.307,75.76,45,1,1.01,clear sky
456,Portobelo,PA,9.55,-79.65,84.61,83,100,3.49,overcast clouds
457,Guanica,PR,17.9716,-66.908,86.5,72,49,5.99,scattered clouds
458,Riviere-Du-Loup,CA,47.8304,-69.5342,73.35,56,81,8.05,broken clouds
459,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,96,87,8.81,overcast clouds
460,Wittmund,DE,53.5667,7.7833,57.04,90,26,8.93,scattered clouds
461,Kamaishi,JP,39.2667,141.8833,77.18,92,15,9.4,few clouds
462,Aklavik,CA,68.2191,-135.0107,84.92,36,98,18.03,overcast clouds
463,Nacala,MZ,-14.5428,40.6728,67.17,84,4,7.56,clear sky
464,Meadville,US,41.6414,-80.1515,72.12,64,1,4.61,clear sky
465,Sechura,PE,-5.5569,-80.8222,73.29,60,6,19.53,clear sky
466,Airai,TL,-8.9266,125.4092,56.1,85,23,2.82,few clouds
467,Mikuni,JP,36.2171,136.1519,78.71,78,5,6.69,clear sky
468,Guerrero Negro,MX,27.9769,-114.0611,83.82,54,3,13.38,clear sky
469,San Ramon,US,37.7799,-121.978,91.83,45,1,8.01,clear sky
470,Bonavista,CA,48.6499,-53.1147,66.2,72,93,19.98,overcast clouds
471,Izumo,JP,35.3667,132.7667,80.55,78,0,5.75,clear sky
472,Kologriv,RU,58.8275,44.3178,59.0,96,79,5.06,broken clouds
473,Saint-Louis,SN,16.3333,-15.0,92.84,48,57,16.02,broken clouds
474,Muros,ES,42.7762,-9.0603,65.08,88,100,6.49,overcast clouds
475,Broken Hill,AU,-31.95,141.4333,46.47,87,0,11.59,clear sky
476,Abeche,TD,13.8292,20.8324,74.98,75,100,6.64,overcast clouds
477,Lakes Entrance,AU,-37.8811,147.981,43.18,71,4,6.71,clear sky
478,Obihiro,JP,42.9172,143.2044,70.38,98,100,0.85,overcast clouds
479,Kysyl-Syr,RU,63.8986,122.7617,67.64,64,94,4.38,overcast clouds
480,Port-Gentil,GA,-0.7193,8.7815,75.16,94,75,10.36,light rain
481,Sakakah,SA,29.9697,40.2064,87.37,13,0,9.62,clear sky
482,Zlobin,HR,45.2924,14.6541,68.38,70,20,5.75,few clouds
483,Baherden,TM,38.4362,57.4316,83.08,12,12,8.3,few clouds
484,Qaqortoq,GL,60.7167,-46.0333,64.9,85,100,3.44,light rain
485,Oranjestad,AW,12.524,-70.027,85.95,70,20,26.46,few clouds
486,Villa Bruzual,VE,9.3328,-69.1208,75.99,95,79,5.19,broken clouds
487,Ulety,RU,51.3572,112.4849,54.81,88,46,2.3,scattered clouds
488,Gilleleje,DK,56.122,12.3106,61.86,63,10,17.87,clear sky
489,Kholtoson,RU,50.2981,103.3097,56.21,100,100,2.1,overcast clouds
490,Alice Springs,AU,-23.7,133.8833,54.95,62,40,8.05,scattered clouds
491,Macia,MZ,-25.0269,33.0989,61.43,54,1,6.15,clear sky
492,Tiruchchendur,IN,8.4833,78.1167,81.37,65,100,6.46,overcast clouds
493,Saint-Jean-De-Maurienne,FR,45.1667,6.5833,36.14,89,91,6.53,overcast clouds
494,Acapulco,MX,16.8634,-99.8901,89.42,66,20,11.5,few clouds
495,Moctezuma,MX,29.8,-109.6667,98.85,29,0,5.21,clear sky
496,Maunatlala,BW,-22.597,27.6301,57.11,33,0,3.71,clear sky
497,Boma,GH,7.0805,-2.1697,70.14,98,11,2.1,few clouds
498,Kloulklubed,PW,7.0419,134.2556,83.64,77,100,13.35,overcast clouds
499,Haverfordwest,GB,51.8017,-4.9691,57.54,90,8,8.63,clear sky
500,Teya,RU,60.3778,92.6267,56.28,82,99,2.06,overcast clouds
501,Tsabong,BW,-26.0217,22.401,54.48,27,0,5.32,clear sky
502,Sao Felix Do Xingu,BR,-6.6447,-51.995,85.19,35,100,2.95,overcast clouds
503,Imbituba,BR,-28.24,-48.6703,62.82,87,96,11.43,overcast clouds
504,Adeje,ES,28.1227,-16.726,69.51,71,0,23.02,clear sky
505,Saint George,US,37.1041,-113.5841,98.8,27,1,1.99,clear sky
506,Les Cayes,HT,18.2,-73.75,84.31,73,67,9.31,broken clouds
507,Kundian,PK,32.4587,71.4775,93.97,46,5,7.11,clear sky
508,Mbandaka,CD,0.0487,18.2603,71.98,80,100,3.49,overcast clouds
509,Port Hawkesbury,CA,45.6169,-61.3485,72.88,63,40,1.99,scattered clouds
510,Baruun-Urt,MN,46.6806,113.2792,58.26,58,1,6.44,clear sky
511,Atar,MR,20.5169,-13.0499,95.04,31,27,10.6,scattered clouds
512,Sur,OM,22.5667,59.5289,89.64,55,100,14.16,overcast clouds
513,Makat,KZ,47.6469,53.3463,87.66,18,1,5.7,clear sky
514,Kabalo,CD,-6.05,26.9167,75.83,38,1,4.99,clear sky
515,Teahupoo,PF,-17.8333,-149.2667,75.16,64,41,8.23,scattered clouds
516,Burnie,AU,-41.0667,145.9167,44.64,84,80,5.5,broken clouds
517,Fare,PF,-16.7,-151.0167,77.05,68,48,12.93,scattered clouds
518,Grindavik,IS,63.8424,-22.4338,53.56,93,90,3.44,overcast clouds
519,Namasuba,UG,0.6894,32.4214,64.22,59,75,2.28,broken clouds
520,Nanortalik,GL,60.1432,-45.2371,48.63,80,100,11.41,light rain
521,Araouane,ML,18.9048,-3.5265,96.35,32,2,10.45,clear sky
522,Sembakung,ID,3.8167,117.25,76.93,99,100,3.2,light rain
523,Tobane,BW,-21.95,27.9,55.92,40,0,2.26,clear sky
524,Ulaangom,MN,49.9811,92.0667,56.62,59,91,2.48,overcast clouds
525,Ibicarai,BR,-14.865,-39.5875,66.18,89,71,3.65,broken clouds
526,Tautira,PF,-17.7333,-149.15,80.62,63,43,7.74,scattered clouds
527,Kadan,CZ,50.3833,13.2667,60.22,93,100,6.87,overcast clouds
528,Clarksburg,US,39.2807,-80.3445,82.51,47,20,17.27,few clouds
529,Teknaf,BD,20.8624,92.3058,78.31,91,100,6.13,overcast clouds
530,Kedrovyy,RU,56.1667,91.8167,52.21,94,15,3.33,few clouds
531,Nyagan,RU,62.1406,65.3936,55.35,97,100,4.16,light rain
532,Murchison,NZ,-41.8,172.3333,51.58,93,96,0.58,overcast clouds
533,Cacu,BR,-18.5567,-51.1308,71.4,34,4,5.1,clear sky
534,Kariba,ZW,-16.5167,28.8,62.58,59,1,4.56,clear sky
535,La Ronge,CA,55.1001,-105.2842,86.25,25,75,8.05,smoke
536,Fort Nelson,CA,58.8053,-122.7002,89.19,40,1,3.44,smoke
537,Malumfashi,NG,11.7853,7.6218,69.71,94,96,11.01,light rain
538,Shitanjing,CN,39.2342,106.3439,69.26,30,46,8.99,scattered clouds
539,Riachao Das Neves,BR,-11.7461,-44.91,75.15,39,83,4.47,broken clouds
540,Bubaque,GW,11.2833,-15.8333,79.65,81,87,19.62,light rain
541,Pervomayskoye,RU,43.919,46.7102,74.32,66,96,9.98,overcast clouds
542,Gat,IL,31.61,34.7642,85.41,54,0,2.75,clear sky
543,Darhan,MN,49.4867,105.9228,62.47,85,100,6.26,overcast clouds
544,Coracora,PE,-15.0333,-73.7833,54.64,42,25,7.0,scattered clouds
545,Coruripe,BR,-10.1256,-36.1756,72.93,75,7,14.9,clear sky
546,Yermakovskoye,RU,53.2831,92.4003,54.0,87,49,2.71,scattered clouds
547,Ghatampur,IN,26.1667,80.1667,77.41,90,100,11.1,overcast clouds
548,Dauphin,CA,51.1494,-100.0502,80.74,41,1,5.75,haze
549,Nombre De Dios,MX,23.85,-104.2333,73.81,55,69,5.73,broken clouds
550,Tuxpan,MX,19.55,-103.4,80.37,68,13,3.98,few clouds
551,Gouyave,GD,12.1646,-61.7296,83.17,79,20,17.27,few clouds
552,Ust-Shonosha,RU,61.1531,41.343,57.38,99,100,5.88,overcast clouds
553,Russell,US,32.3502,-85.1999,94.28,49,20,9.22,few clouds
554,Tapes,BR,-30.6733,-51.3958,52.83,80,33,4.92,scattered clouds
555,Saint Anthony,US,45.0205,-93.218,80.94,36,40,5.01,scattered clouds
556,Emerald,AU,-23.5333,148.1667,64.54,100,0,5.75,clear sky
557,Bandarbeyla,SO,9.4942,50.8122,82.24,62,14,25.59,few clouds
558,Navrongo,GH,10.8956,-1.0921,78.98,72,74,4.41,broken clouds
559,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,94,90,16.15,mist
560,Semporna,MY,4.4818,118.6112,77.2,84,95,2.8,heavy intensity rain
561,Canazas,PA,8.3167,-81.2167,79.41,86,100,1.81,overcast clouds
562,Miracema Do Tocantins,BR,-9.5618,-48.3967,83.71,33,11,5.21,few clouds
563,Waiuku,NZ,-37.25,174.75,61.09,86,93,4.59,overcast clouds
564,Buraydah,SA,26.326,43.975,90.05,10,6,2.98,clear sky
565,Nouadhibou,MR,20.931,-17.0347,75.18,73,0,14.97,clear sky
566,Nabire,ID,-3.3667,135.4833,75.56,92,87,3.22,overcast clouds
567,Sarahan,IN,31.5167,77.8,62.58,84,5,2.39,clear sky
568,Niamey,NE,13.5137,2.1098,84.49,61,20,9.22,thunderstorm
569,Vega De Alatorre,MX,20.0333,-96.6333,85.68,68,30,9.95,scattered clouds
570,Usinsk,RU,65.9939,57.5281,47.14,95,87,11.14,overcast clouds
571,Ajdabiya,LY,30.7554,20.2263,82.45,60,0,8.03,clear sky
572,Gizo,SB,-8.103,156.8419,80.4,81,49,12.3,light rain
573,Cocobeach,GA,1.0002,9.5823,78.73,85,100,10.02,moderate rain
574,Aksarka,RU,66.5606,67.7975,56.5,98,100,6.24,overcast clouds
575,Pekan,MY,3.4836,103.3996,77.11,92,78,6.15,broken clouds
576,San Policarpo,PH,12.1791,125.5072,82.74,76,98,9.42,overcast clouds
577,Pierre,US,44.3683,-100.351,91.99,33,20,9.22,few clouds
578,Buckeye,US,33.3703,-112.5838,107.42,27,100,9.22,overcast clouds
579,Rivers,CA,50.0308,-100.2403,77.95,20,0,5.91,clear sky
580,Shingu,JP,33.7333,135.9833,81.91,82,68,3.15,broken clouds
581,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,75.83,30,12,6.6,few clouds
582,Camopi,GF,3.1655,-52.3158,72.54,97,83,2.77,broken clouds
583,Kamenka,RU,51.3223,42.7678,70.93,72,27,6.69,scattered clouds
584,Anori,BR,-3.7728,-61.6442,82.24,51,49,1.41,scattered clouds
585,Napasar,IN,27.9667,73.55,84.6,70,99,17.02,overcast clouds
586,Namatanai,PG,-3.6667,152.4333,80.94,79,12,6.13,few clouds
587,Crotone,IT,39.0851,17.1178,85.95,48,0,4.61,clear sky
588,Bitung,ID,1.4451,125.1824,74.25,87,99,10.45,overcast clouds
589,Caravelas,BR,-17.7125,-39.2481,68.99,65,95,8.9,overcast clouds
590,Talnakh,RU,69.4865,88.3972,55.44,89,100,4.59,overcast clouds
591,Araguari,BR,-18.6472,-48.1872,73.69,44,15,2.64,few clouds
592,Tudela,ES,42.0617,-1.6045,66.07,66,6,8.52,clear sky
593,Iracoubo,GF,5.4802,-53.2011,78.98,81,52,8.48,broken clouds
594,Noyabrsk,RU,63.1994,75.4507,58.32,65,100,10.51,overcast clouds
595,Sri Aman,MY,1.2376,111.4621,75.25,94,98,0.0,light rain
596,Sambava,MG,-14.2667,50.1667,68.18,88,96,8.48,overcast clouds
597,Cabedelo,BR,-6.9811,-34.8339,75.87,76,4,18.99,clear sky
598,Gallup,US,35.5281,-108.7426,75.04,50,75,1.01,broken clouds
599,Arlit,NE,18.7369,7.3853,97.68,23,43,5.57,scattered clouds
600,Ostersund,SE,63.1792,14.6357,46.85,81,28,9.22,scattered clouds
601,Yar-Sale,RU,66.8333,70.8333,54.68,96,100,16.93,light rain
602,Flinders,AU,-34.5833,150.8552,49.05,91,6,1.01,clear sky
603,Elliot Lake,CA,46.3834,-82.6331,69.89,62,78,6.11,broken clouds
604,Ulladulla,AU,-35.35,150.4667,48.87,88,1,4.18,clear sky
605,Setermoen,NO,68.861,18.3486,46.44,91,89,3.4,overcast clouds
606,Bogdanovich,RU,56.7803,62.0494,59.16,87,27,8.08,scattered clouds
607,Tabou,CI,4.423,-7.3528,76.6,80,87,6.78,overcast clouds
608,Shahr-E Babak,IR,30.1165,55.1186,78.13,32,41,10.31,scattered clouds
609,Fatehpur Chaurasi,IN,26.7833,80.2667,78.85,89,100,10.54,overcast clouds
610,Imeni Zhelyabova,RU,58.9544,36.5956,61.21,95,66,5.79,broken clouds
611,Lufilufi,WS,-13.8745,-171.5986,80.38,82,91,21.61,light rain
612,Hurricane,US,37.1753,-113.2899,96.87,29,2,5.86,clear sky
613,Cuite,BR,-6.4836,-36.1536,68.27,72,55,14.05,broken clouds
614,Westport,US,41.1415,-73.3579,75.85,60,90,5.99,overcast clouds
615,Karaton,ID,-6.3424,106.1045,77.95,95,20,0.89,few clouds
616,Taoudenni,ML,22.6783,-3.9836,100.22,24,97,16.96,overcast clouds
617,Rorvik,NO,64.8621,11.2373,52.23,67,94,14.65,overcast clouds
618,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,13.8,scattered clouds
619,Letterkenny,IE,54.95,-7.7333,47.61,92,53,2.33,broken clouds
620,Grand-Lahou,CI,5.1367,-5.0242,74.93,91,4,5.93,clear sky
621,Biak,ID,-0.9131,122.8766,74.79,85,26,5.97,scattered clouds
622,Nuuk,GL,64.1835,-51.7216,61.41,55,75,4.61,broken clouds
623,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,19,0,13.8,clear sky
624,Tobermory,CA,45.2501,-81.6665,64.31,67,100,7.65,overcast clouds
625,Chapais,CA,49.7834,-74.8492,60.58,62,98,7.63,overcast clouds
626,Harper,LR,4.375,-7.7169,76.41,78,84,6.58,broken clouds
627,Eyl,SO,7.9803,49.8164,82.26,63,49,29.8,scattered clouds
628,Kodinsk,RU,58.6881,99.1844,56.68,99,100,5.32,overcast clouds
629,Shenxian,CN,36.2411,115.6672,71.19,85,50,7.9,light rain
630,Durham,US,36.0335,-78.8664,88.86,67,75,3.44,broken clouds
631,Solone,UA,48.2081,34.8721,72.09,48,1,3.11,clear sky
632,Florence,IT,43.7667,11.25,73.51,74,0,3.44,clear sky
633,Alugan,PH,12.2188,125.4808,82.58,76,97,9.1,overcast clouds
634,Tamandare,BR,-8.7597,-35.1047,73.9,80,8,14.65,clear sky
635,Sol-Iletsk,RU,51.1631,54.9918,76.08,37,13,6.08,few clouds
636,Harrismith,ZA,-28.2728,29.1295,42.01,29,36,1.66,scattered clouds
637,Bafq,IR,31.6128,55.4107,85.64,13,33,6.96,scattered clouds
638,Aykhal,RU,66.0,111.5,68.59,43,59,3.89,broken clouds
639,Walvis Bay,NA,-22.9575,14.5053,72.55,17,0,18.41,clear sky
640,Camocim,BR,-2.9022,-40.8411,79.18,74,97,11.99,overcast clouds
641,Beruwala,LK,6.4788,79.9828,78.49,86,100,8.88,overcast clouds
642,Natal,BR,-5.795,-35.2094,79.45,73,0,14.97,clear sky
643,Conakry,GN,9.538,-13.6773,77.81,85,92,12.48,light rain
644,Marsa Matruh,EG,31.3525,27.2453,80.8,89,0,9.22,clear sky
645,Muli,MV,2.9167,73.5667,82.45,71,100,8.5,moderate rain
646,Nagorsk,RU,59.3172,50.8078,57.6,88,95,4.59,light rain
647,Vaitape,PF,-16.5167,-151.75,77.72,68,38,14.61,scattered clouds
648,Mattru,SL,7.6244,-11.8332,73.44,95,99,3.51,light rain
649,Sept-Iles,CA,50.2001,-66.3821,66.72,68,75,5.01,broken clouds
650,Atagay,RU,55.1033,99.3875,54.97,99,100,4.61,light rain
651,Ifakara,TZ,-8.1333,36.6833,71.73,60,88,3.49,overcast clouds
652,Inzhavino,RU,52.3185,42.4937,72.14,57,17,5.01,few clouds
653,Ugoofaaru,MV,5.6667,73.0,82.62,76,98,13.38,overcast clouds
654,Plaster Rock,CA,46.9065,-67.39,73.92,64,94,4.38,overcast clouds
655,Greensboro,US,36.0726,-79.792,85.82,59,75,1.99,broken clouds
656,Svolvaer,NO,68.2342,14.5683,49.5,82,85,5.77,overcast clouds
657,Vama,RO,47.5667,25.6833,72.55,60,55,5.01,moderate rain
658,Acarau,BR,-2.8856,-40.12,78.46,77,83,13.4,broken clouds
659,Pangody,RU,65.85,74.4859,59.34,63,100,12.68,overcast clouds
660,Birao,CF,10.2849,22.7882,69.3,95,51,5.28,broken clouds
661,Itambacuri,BR,-18.0311,-41.685,63.3,53,93,6.15,overcast clouds
662,Zverinogolovskoye,RU,54.4586,64.8542,64.72,72,47,7.49,scattered clouds
663,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.98,68,71,2.89,broken clouds
664,Atambua,ID,-9.1061,124.8925,69.66,88,45,5.23,scattered clouds
665,Watsa,CD,3.0372,29.5355,63.84,96,99,3.11,light rain
